Unnamed: 0,City,Price,Title,bedroom,ft
1843,keene,1295,frost on the pumpkins - time to settle into your new home,1,
1844,manchester,1145,walk your pet  picnic under the pines  renovated  rural area ,1,
1845,manchester,1145,your new home awaits you at southside manor,1,
1846,lebanon,2125,"granite, fireplace, garage 3 br 2.5 ba in lebanon",3,1706
1847,laconia,2175,charm up your life at prospect hills.,2,1020
1848,laconia,1255,apple ridge in laconia has a 2 bedroom available call today,2,984
1849,59oldhacketthillrdmanchesternh,1810,spacious two bedroom apartment coming soon,2,1140
1850,campton,1200,brand new mobile home,2,896
1851,claremont,1200,brand new 3 bedroom with laundry,3,
1852,manchester,1635,a new wave of living.  mill west lofts,2,930
1853,nashua,1450,your new home awaits smoke-free 1 bedroom call now,,
1854,manchester,1785,complete modern living. mill west lofts unit 115,2,1012
1855,1850frontstmanchesternh,1850,"regency west, luxury 55+ apartments",2,1140
1856,sandownorshapleigh,1213,dunbarton great schools 3 bedroom 1.5 bath meticulous stainless applia,5,1849
1857,manchesternh,1421,$1421,2,985
1858,manchester,1635,cool apartments. hot location. mill west lofts unit 104,2,930
1859,manchester,1785,"head-turning style, extraordinary location at lofts of mill west",2,1035
1860,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
1861,laconia,950,2 bedroom apartment,2,1000
1862,3countryclubdrmanchesternh,1875,rivers edge condos in manchester luxury 55+ community,2,1470
1863,12eppingstreet#3,1295,first floor  2 bedroom near town center,2,1000
1864,claremont,1100,brand new 2-3 bedroom apartment,2,
1865,kitteryme,1475,relisted:: reduced rent heat/elec included -renovated 2br in kittery,2,900
1866,nashua,3200,luxury all around at lofts 34 #426,4,2342
1867,theresidencesatsundial,1495,1 bedroom 1 bathroom 735 sqft. coming available,1,735
1868,manchester,1635,in a pickle apartment hunting mill west has a great dill for you,2,911
1869,eliotmaine,1500,two bedroom ranch,2,
1870,56newrochesterroad,2500,water view- pets welcome townhouse for rent. available now,3,
1871,laconia,994,call today to income qualify for our waitlist,2,973
1872,laconia,1255,you pick your perfect apartment  apple ridge-wooded or mountain view,2,984
1873,nashua,1945,save money during the holidays with 1 month free at lofts 34#432,2,1211
1874,manchester,1300,"1 bedroom, heat and hot water included, pet friendly",1,
1875,pembrokenh,2100,beautiful recently renovated duplex with garage,2,1430
1876,manchester,1360,remodeled 2 bedroom in a great location heat and hot water included,2,
1877,manchester,950,1 bedroom heat/hw included,1,
1878,eastrochester,1450,3 bedroom house,3,
1879,lebanon,1845,2 or 3 bedroom townhome available this month - fireplace  garage,2,1020
1880,manchester,1145,search no further for a 1 bedroom to move to this month -,1,600
1881,manchester,1270,"1 bedroom, heat and hot water included, pet friendly",1,
1882,westside,825,"1 bedroom, 1st floor",,
1883,03064,1550,03064,2,1000
1884,dover,1295,/37 first st  2 bedroom located downtown with view of river,2,
1885,downtowndover,1095,166 central ave  1 bedroom loft close to downtown,1,
1886,portsmouth,1695,/438 state st 2 bedroom located downtown portsmouth,2,
1887,downtowndover,1495,/93 washington  must see 2 bedroom in dover's lower square,2,
1888,"concord,n.h.",1070,concord 2 bedroom special third floor available soon.,2,778
1889,"concord,n.h.",1155,concord 2 bedroom executive coming up november .,2,778
1890,"concord,n.h.",865,concord studio bathroom completely remodeled   $865.,1,313
1891,"concord,n.h.",865,concord studio bathroom completely remodeled   $865.,1,313
1892,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
1893,manchester,1360,remodeled 2 bedroom in a great location heat and hot water included,2,
1894,ashland,675,1br apartment for rent,1,500
1895,nashua,2850,townhouse style apartment living river view lofts 34 #429,3,1799
1896,nan,1380,"1 bedroom, 1 bathroom apartment for rent in hooksett",1,649
1897,nan,1370,"1 bedroom, 1 bathroom apartment for rent in hooksett",1,649
1898,keene/swanzey,1325,come settle in with us before winter,2,
1899,nan,1380,"1 bedroom, 1 bathroom apartment for rent in hooksett",1,649
1900,lebanon,1940,"built in microwave, recycling, spacious closets, storage, clubhouse",2,1000
1901,rochester,850,rochester 1br $850,,
1902,nashua,1870,top floor fireplace full size washer and dryer lofts 34 #408,2,1098
1903,nashua,2350,monday blues are a thing of the past come find fun at lofts 34 #333,3,1534
1904,laconia,1249,call today to income qualify for our waitlist,3,1203
1905,manchester,1145,fall into a renovated 1 bedroom apartment - call today -,1,600
1906,lebanon,2125,"amazing 3 bedroom, 2.5 bathroom townhouse - garage",3,1706
1907,8walnutstreetmanchester,1450,single family house for rent in manchester,3,
1908,rye,1950,gorgeous estate-like apartment,1,1200
1909,northwood,1900,for rent - completely renovated unit ($1900),3,1638
1910,northwood,1800,for rent - completely renovated unit ($1800),2,1444
1911,chesternh,1800,chester,3,
1912,nashua,1000,"1 bedroom apartment for rent $1,000 a month",1,
1913,lebanon,1765,"central air conditioning, package receiving, bike racks, free weights",1,697
1914,562b,795,"2 br, 4 person apartment available 2019-2020 davis court- unh",2,
1915,21madburyroad,955,reserve your space  madbury commons 2019-2020 today,4,
1916,17madburyroad,985,"madbury commons 4 br, 4 person apartment- 2019-2020",4,
1917,581a,875,"2 br, 2 person apartment available 2019-2020",2,
1918,5dennisonroads1,795,"1 br, 2 person townhouse available for fall 2019- dennison road",1,
1919,durham,955,"5 br, 6 person apt.  madbury commons- downtown unh",5,
1920,durham,955,"5 br, 6 person apt.  madbury commons- downtown unh",5,
1921,5dennisonroad,795,"2 br, 4 person townhouse at unh available 2019-2020",2,
1922,durham,955,n207 madbury commons available 2019-2020,3,
1923,durham,1100,last 6 person at madbury commons 2019-2020,6,
1924,21madburyroad,995,madbury commons 2019-2020 reserve today,4,
1925,allenstownnh,1350,great 2 bed 1.5 bath available with garage space $1350/month,2,1050
1926,portsmouth,1700,waterview south end house,1,600
1927,nan,1545,spacious studio apartment homes in brand new community,,
1928,nan,1808,"2 bedroom - granite countertops, oversized garden tubs, carports available",2,933
1929,180mainst,650,winter rentals near loon mountain,1,
1930,derry,1325,"taken: large condo, ht/hw included, pool, tennis, excellent condition",2,
1931,nan,1649,"1 bedroom - full-size washer and dryer in each home, granite counterto",1,739
1932,nashua,1375,top floor two bed w/a view,2,1050
1933,03801,1450,great 2-bedroom apartment near downtown portsmouth,,
1934,manchester,1785,#115 - must see - manchester's historic mill west apartments,2,
1935,"108wmainstreet,merrimac,ma",1849,"luxury 55+ active adult community- coming soon to merrimac, ma",2,1071
1936,manchester,1785,#129 - old meets new in this manchester mill apartment,2,
1937,"northst.,jaffrey",995,"renovated 3 bedroom, near town w/garage bay, includes heat",3,
1938,manchester,2600,"#213 - 2 bedroom, tower room apartment overlooking manchester",2,
1939,nan,1827,"2 bedroom -full sized washer and dryer in apartment, granite",2,949
1940,alstead,1100,2 bedroom alstead apartment,2,
1941,franconianh,700,studio appartment,1,
1942,concordnh,1395,concord nh 2 bedroom apartment for rent,2,
1943,nan,900,1 bedroom 1 bath,1,460
1944,bethlehem,700,in-law for rent,1,
1945,russellst.manchester,1400,2br in manchester north end duplex,2,1000
1946,dunbarton,1695,"dunbarton house, duplex. space for parent(s), relative(s), child",3,2028
1947,hooksettnh,1400,1 bedroom 2 baths,1,1500
1948,russellst.manchester,1700,3br in manchester north end duplex,3,1100
1949,nashua,1300,house/2 bedroom,2,1000
1950,rochester,900,beautiful quiet  clean one bedroom hot water included,1,
1951,rindge,,house for rent,1,
1952,nashua,1200,tired of renters we buy headache houses ,,
1953,salem,2100,"3 bd duplex, nice neighborhood",3,1700
1954,exeter,1500,large and quiet 2 bedroom,2,1100
1955,durham,1300,"solar-powered barn loft apartment, unfurnished/furnished",1,600
1956,manchester,1122,2bdrm townhome all utilities included,2,922
1957,10prospect,1100,two 3 bdrm units just renovated nice street downtown,3,900
1958,196somainnewmarketnh,1350,1 bdr walk to town newmarket,1,750
1959,chichester,2200,farm house,4,
1960,nashua,1900,these river views will rock you like a hurricane #235,2,1213
1961,nashua,1850,apartments tailored to your highest standards #236,2,1232
1962,rochester,1500,"large lower 3 bdrm, huge yard, laundry",3,1200
1963,nashua,1825,don't let apartment hunting stress you out lofts 34 now open #441,2,951
1964,nashua,1825,"new, fresh, exciting opportunities at lofts 34 #440",2,896
1965,laconia,1255,apartment available with mountain range peek-a-boo view in laconia,2,984
1966,manchester,2655,come check out our game room at lofts of mill west #413,2,1510
1967,nashua,1995,unit #435 will make you and your guests come alive lofts 34,2,1268
1968,manchester,2145,where luxury meets convenience #ll16,3,1515
1969,nashua,1795,come see our amazing amenities lofts 34 #244,2,951
1970,nashua,17956,lofts 34 downtown nashua brand new community #301,2,908
1971,nashua,2300,everything you need. all right here at lofts 34   #245,2,1402
1972,nashua,1625,lofts 34 come check us out #239,1,1043
1973,nashua,1850,now leasing new beginnings at lofts 34 #240,2,1184
1974,nashua,1575,new with a view nashua's lofts 34  126,1,
1975,"maplest,somersworth",1350,"somersworth, nh. 3 bed room 1 bath condo for rent.  hhw included",3,860
1976,portsmouth,2000,two bedroom furnished condo,2,950
1977,manchester,1635,high ceilings stainless steel appliances and much more mill west(122),2,930
1978,manchester,1785,2 br 1 bathroom river/city facing manchester apartment (a313),2,1100
1979,manchester,1810,city living and great views of downtown manchester (243),2,1035
1980,laconia,1255,this apartment has front row seats to laconia fall foliage,2,984
1981,manchester,800,restored victorian - 1 bedroom apt.,1,
1982,nashua,1450,top floor 2 br in central location pets welcome,2,980
1983,laconia,1255,prepare your holiday meals with stainless steel applianceslaconia,2,984
1984,campton,1100,2 br with jacuzzi and heat included,2,
1985,farmington,1100,small farm apt rental,2,1000
1986,manchester,1810,2 bed plus den centrally located in manchester #224,2,1029
1987,60anneserdchelseama,1450,chelsea mass 2 bdrm apt,2,875
1988,nan,1649,"1 bedroom - 24-hour fitness center, plank flooring, oversized garden t",1,739
1989,manchester,1810,your new home is waiting #209,2,1020
1990,33andrewstreet,1495,executive north end manchester heated furnished apartment,1,580
1991,nashua,1455,convenient location beautiful community dog friendly bldgs,2,1050
1992,manchester,1635,loft living #122,2,930
1993,somanchester,1595,available mid nov.....,1,600
1994,neardover,1400,2 bedroom townhouse,2,1300
1995,no.walpole,1200,large 4br apt,4,1200
1996,lisbon,1100,2br 1.5ba all included,2,1000
1997,alexandria,900,quiet 2 bedroom,2,
1998,munsonvillecornis,1250,3 bedroom 1.5 bath lovely location impeccable,5,2215
1999,scarborough,1400,"1 bedroom, completely furnished, all utilities included",1,800
2000,manchester,1395,won't last - spacious north end 3 bedroom on 1st floor,3,1350
2001,dover*walktoeverything,1800,"3 br apt, downtown dover, nh.  off st parking, wd  in unit ",3,
2002,claremont,1500,single family home,3,
2003,"57mcdonoughst,portsmouth",700,"apply to old t house move in house:11 /04/18, sat  11 /04/18 sun, 3pm",2,1153
2004,gonic/rochester,800,brand new house to share in gonic/rochester,3,
2005,"acton,maine",1425,2 bedroom 1 bath house near lake,2,1000
2006,northconway,1500,new 2br for rent,2,1300
2007,hooksettnh,1650,single family home in hooksett nh,2,
2008,tamworth,800,1 bed/1 bath,1,
2009,rochester,900,1 bedrm apartment,1,600
2010,manchester,1915,2019 is your time to live in this manchester loft at mill #1,2,1107
2011,meredith,2000,"3 bedroom house, beach rights, lake view, walk to town",3,1688
2012,laconia,1255,impress your guests this holiday season with your awesome laconia apt.,2,984
2013,manchester,1850,gorgeous original features in this luxury renovated 2 bed with a (311),2,1035
2014,manchester,1785,exposed brick  fireplace in this top floor river view apartment(a313),2,1100
2015,manchester,1785,pet friendly apartment in downtown manchester 2br 1ba (129),2,1035
2016,6macgregorcourt,1700,new construction londonderry beautiful apartments,2,980
2017,"41mckaydrive,exeternh",1500,1 bedroom spacious apartment for december available.,1,775
2018,nan,1050,newly renovated 2 bedroom,2,800
2019,manchester,1620,downtown loft living  manchester's lofts at mill #1,2,1008
2020,"1400frontst.,manchester",1425,"regency place, premier 55+ apartments",1,750
2021,lebanon,1765,"on-site maintenance, stackable washer and dryer in apartment homes",1,697
2022,nan,1649,"1 bedroom - year-round bbq stations, lighted tennis  basketball courts",1,739
2023,laconia,1255,don't settle for less apple ridge is your affordable dream home,2,984
2024,wilton,1300,rental 2 bed 1 bath 1000 sq/ft wilton nh for rent,2,1000
2025,manchester,1145,the sun is coming out - call to see this 1 bedroom for dec -,1,600
2026,59oldhacketthillrdmanchesternh,1810,"regency heights, exclusive 55+ living",2,1140
2027,bagdadroad,3000,"walk to campus, downtown, amtrak, 4 beds, 2 baths, 2 car attached garage, more o",4,1365
2028,3countryclubdrmanchesternh,1875,luxury living at its best-55+community- rivers edge,2,1470
2029,manchester,1810,proper design and ready for move-in at lofts at mill west  #207,2,1035
2030,"1850frontstmanchesternh,unit#34",1850,you will love the savings at regency west,2,1140
2031,nan,1649,"1 bedroom - stainless-steel appliances, mini blinds, oversized garden",1,739
2032,"345monadnockhwy,swanzey",850,345 monadnock hwy,1,650
2033,"108wmainstreet,merrimac,ma",1600,open house  regency village today 12-3,1,889
2034,"180juniperhillroad,stoddard",1350,stoddard 2-3 bedrooms,2,1000
2035,"108wmainstreet,merrimac,ma",1849,open house today at regency village 12pm-3pm,2,1071
2036,nashua,1795,we are pet friendly at lofts 34 #110,2,1098
2037,manchester,1620,fall back in time  manchester's lofts at mill #1,2,1008
2038,sutton,1000,cozy 2br house,2,1000
2039,nan,1350,"strawberry bank rd, ht/hw incl. (nashua, exit 1)",2,850
2040,manchester,1300,close to both highway and down town,2,1000
2041,nashua,1505,won't last  ideal 2 bedroom w/ designer kitchen upgrade  huge lr,2,980
2042,lebanon,1695,"patio/balcony, nest thermostats, wheelchair access, short term lease",1,697
2043,lebanon,2060,"fitness center, patio/balcony, recycling, public transportation",2,999
2044,nashua,2375,love where you live at lofts 34 #442,2,1402
2045,"108wmainstreet,merrimac,ma",1600,happening now open house  regency village,2,898
