City,Price,Title,bedroom,ft,price_per_ft,price_per_br
manchester,1496,1 bed washer and dryer in every apartment pet friendly,1,867,1.725490196,1496
manchester,1498,1 bedroom plus den,1,917,1.633587786,1498
manchester,1498,one bedroom with den,1,917,1.633587786,1498
manchester,1500,updated single family pristine fenced yard fu dry basement,2,1200,1.25,750
manchester,1500,3br2ba townhouse wgas heat wd included non smokers no dogs,3,1320,1.136363636,500
manchester,1500,large 3 br apartment in west manchester,3,1900,0.789473684,500
manchester,1500,north end 3 bedroom apartment for rent,3,1285,1.167315175,500
manchester,1500,two north end 3 bedroom apartments for rent available now,3,1285,1.167315175,500
manchester,1505,you deserve luxury come home to the residences at sundial,1,735,2.047619048,1505
manchester,1525,ù you' fa in love with the lifestyle location  community,1,735,2.074829932,1525
manchester,1541,2bedroom 2 bath,2,985,1.564467005,770.5
manchester,1541,apartments for rent ,2,985,1.564467005,770.5
manchester,1541,price drop ca today,2,985,1.564467005,770.5
manchester,1550,greenview townhomes,2,1200,1.291666667,775
manchester,1550,greenview viage townhouse in manchester,2,1100,1.409090909,775
manchester,1550,north end 3 bedroom apartment for rent,3,1285,1.206225681,516.6666667
manchester,1559, 2 br townhouse in a great location no security deposit,2,1200,1.299166667,779.5
manchester,1559, huge 2 br townhouse in manchester   no security deposit required,2,1200,1.299166667,779.5
manchester,1559, nice townhome in professionay managed building dishwasher,2,1200,1.299166667,779.5
manchester,1559, red oak has the gold standard for rentals priced right,2,1200,1.299166667,779.5
manchester,1559, tour today large fuy applianced townhome,2,1200,1.299166667,779.5
manchester,1559,2 bedroom townhome   close to downtown,2,1200,1.299166667,779.5
manchester,1559,don't miss out  townhouse apt with large layout garage wd hook ups,2,1200,1.299166667,779.5
manchester,1559,everyday  everyone never pay a security deposit,2,1200,1.299166667,779.5
manchester,1559,great townhomes at great prices,2,1200,1.299166667,779.5
manchester,1559,huge 1200 sqft 2 br townhouse w2 car garage for rent,2,1200,1.299166667,779.5
manchester,1559,price reduced    townhouse apt with lg layout garage wd hook ups,2,1200,1.299166667,779.5
manchester,1559,ready now    townhouse apt with large layout garage wd hook ups,2,1200,1.299166667,779.5
manchester,1559,see the red oak difference 15 baths,2,1200,1.299166667,779.5
manchester,1559,townhouse condo for rent  15 baths 2 bedrooms 2 car garage,2,1200,1.299166667,779.5
manchester,1575,is it your dream to live in luxury look no furtherö,1,712,2.212078652,1575
manchester,1575,spacious one bedroom with lots of amenities in great location,1,712,2.212078652,1575
manchester,1580,top floor (5th) 1 bedroom now on notice,1,697,2.266857963,1580
manchester,1580,2 bd 15bath dog friendly dog run onsite available now wheat,2,1150,1.373913043,790
manchester,1580,2 bed 15 bath must see apartment home with updated kitchen,2,1050,1.504761905,790
manchester,1580,2 bed fu bath   master bath heathotwater included available now,2,1150,1.373913043,790
manchester,1580,heat  hot water included just in time for the cold 2 bed 15 bath,2,1150,1.373913043,790
manchester,1580,heathotwater included pet friendly laundry on the floor must see,2,1150,1.373913043,790
manchester,1595,available mid nov,1,600,2.658333333,1595
manchester,1595,2 bedroom with washer and dryer,2,1049,1.52049571,797.5
manchester,1595,large private 1st floor 3 bed for only $1595 heat  hw included,3,1500,1.063333333,531.6666667
manchester,1600,manchester apartment for rent two family 1st floor,2,1300,1.230769231,800
manchester,1600,3 bedrooms with a garage,3,3072,0.520833333,533.3333333
manchester,1610,24 hour emergency maintenance ca carisbrooke today,2,1125,1.431111111,805
manchester,1610,24 hour maintenance come by carisbrooke today,2,1125,1.431111111,805
manchester,1610,covered parking keep your car snow free at carisbrooke,2,1125,1.431111111,805
manchester,1610,need a rest ca the best come to carisbrooke today,2,1125,1.431111111,805
manchester,1610,want to live in luxury come to carisbrooke today,2,1125,1.431111111,805
manchester,1620,be thankful to walk to intown manchester from your mi 1 loft,2,1008,1.607142857,810
manchester,1620,convenience  community  the lofts at mi 1  manchester,2,1008,1.607142857,810
manchester,1620,downtown loft living  manchester's lofts at mi 1,2,1008,1.607142857,810
manchester,1620,downtown manchester lofts at the lofts at mi 1,2,1008,1.607142857,810
manchester,1620,fa back in time  manchester's lofts at mi 1,2,1008,1.607142857,810
manchester,1620,great community  the lofts at mi 1  intown manchester,2,1008,1.607142857,810
manchester,1620,have a lofty thanksgiving in your manchester mi 1 loft,2,1008,1.607142857,810
manchester,1620,make 2019 the year you move to your manchester loft at mi 1,2,1008,1.607142857,810
manchester,1620,ready for your 2019 move  intown manchester's lofts at mi 1,2,1008,1.607142857,810
manchester,1620,ready for your lofty move in 2019 manchester's lofts at mi 1,2,1008,1.607142857,810
manchester,1620,start 2019 in your intown manchester loft at mi 1,2,1008,1.607142857,810
manchester,1620,urban loft living at manchester's lofts at mi 1,2,1022,1.585127202,810
manchester,1620,walk to downtown fun from your manchester loft at mi 1,2,1008,1.607142857,810
manchester,1635,2 br 1st floor unit with bamboo throughout manchester mi (114),2,911,1.794731065,817.5
manchester,1635,a cornucopia of amenities await you   104,2,930,1.758064516,817.5
manchester,1635,a new wave of living  mi west lofts,2,930,1.758064516,817.5
manchester,1635,a new wave of living nothing like you have seen  122,2,930,1.758064516,817.5
manchester,1635,adorable historic  comfy 2 br in manchester's mi west (114),2,911,1.794731065,817.5
manchester,1635,city outside tranquility inside 104,2,930,1.758064516,817.5
manchester,1635,cool apartments hot location mi west lofts unit 104,2,930,1.758064516,817.5
manchester,1635,cozy up in your new home 104,2,930,1.758064516,817.5
manchester,1635,É no tricks just treats at the lofts at mi west 114,2,911,1.794731065,817.5
manchester,1635,high ceilings stainless steel appliances and much more mi west(122),2,930,1.758064516,817.5
manchester,1635,in a pickle apartment hunting mi west has a great di for you,2,911,1.794731065,817.5
manchester,1635,lifestyle location and pet friendly at lofts of mi west 104,2,930,1.758064516,817.5
manchester,1635,loft living 122,2,930,1.758064516,817.5
manchester,1635,modern amenities urban location sophisticated style   104,2,930,1.758064516,817.5
manchester,1635,no place like a new home for the holidays 122,2,930,1.758064516,817.5
manchester,1635,pet friendly apartment in downtown manchester 2br 1ba (114),2,911,1.794731065,817.5
manchester,1635,pet friendly apartment in downtown manchester 2br 1ba (122),2,930,1.758064516,817.5
manchester,1635,private entry to your new apartment    11,2,1100,1.486363636,817.5
manchester,1635,remarkable value unbeatable location mi west,2,1100,1.486363636,817.5
manchester,1635,save money at the movies in our private theater at lofts at mi west,2,930,1.758064516,817.5
manchester,1635,sit back relax your new view awaits at lofts of mi west 104,2,930,1.758064516,817.5
manchester,1635,sophisticated style luxury a around unit 114,2,911,1.794731065,817.5
manchester,1635,spacious living at the lofts at mi west   2br1ba (114),2,911,1.794731065,817.5
manchester,1635,warm up with our hot specials   136,2,870,1.879310345,817.5
manchester,1635,where luxury meets convenience easy access to elm st and 93293(122),2,911,1.794731065,817.5
manchester,1635,where luxury meets convenience mi west(104),2,911,1.794731065,817.5
manchester,1650,lovely 1 bedroom apartment wden waiting for you to ca it home,1,806,2.047146402,1650
manchester,1650,beautiful victorian w heat  hot water   garage available,2,1400,1.178571429,825
manchester,1650,gorgeous  victorian w heat  hot water inc  garage available,2,1400,1.178571429,825
manchester,1650,gorgeous penthouse victorian w heat  hot water inc  garage available,2,1400,1.178571429,825
manchester,1650,spacious and bright 2 bedroom with garage,2,1200,1.375,825
manchester,1650,available now 3 bed duplex 2 years new,3,1244,1.326366559,550
manchester,1660,blending relaxation  sophistication to create the ideal place,2,1044,1.590038314,830
manchester,1660,live like you want that's our anthem,2,1044,1.590038314,830
manchester,1660,mi no 1 wow factor,2,1044,1.590038314,830
manchester,1660,november move  the lofts at mi 1  manchester,2,1044,1.590038314,830
manchester,1660,right around the corner near everywhere you want to be unit 318,2,1044,1.590038314,830
manchester,1665,2bed 2bath heat hotwater elevator offstreet parking dog friendly,2,1199,1.388657214,832.5
manchester,1665,beautiful 2bed 2bath ideal location wheathot water ready now,2,1199,1.388657214,832.5
manchester,1665,lovely petfriendly 2bed 2bath welv availablenow heat hotwater include,2,1199,1.388657214,832.5
manchester,1680,1 bedroom 1 bathroom with a den   available in december,1,806,2.084367246,1680
manchester,1680,2 bedroom townhouse   huge loft garage private deck storage,2,1100,1.527272727,840
manchester,1685,beautiful living you can ca home  specials  ( 12),2,1090,1.54587156,842.5
manchester,1700, get $300off first month rent move in ready 2b1b manchester,2,1125,1.511111111,850
manchester,1700,24 hr maintenance at carisbrooke 2b1b available now manchester nh,2,1125,1.511111111,850
manchester,1700,apartment 222 is caing your name stop by carisbrooke today,2,1125,1.511111111,850
manchester,1700,bring fido  fluffy we aow pets,2,1125,1.511111111,850
manchester,1700,ca today time is running out on savings at carisbrooke,2,1125,1.511111111,850
manchester,1700,covered parking keep your car snow free here at carisbrooke,2,1125,1.511111111,850
manchester,1700,don't delay ca today,2,1125,1.511111111,850
manchester,1700,live in luxury at carisbrooke apartments ca today,2,1125,1.511111111,850
manchester,1700,need a place to stay ca carisbrooke today,2,1125,1.511111111,850
manchester,1700,need a rest ca the best stop by carisbrooke today,2,1125,1.511111111,850
manchester,1700,pets aowed stop by or ca carisbrooke today,2,1125,1.511111111,850
manchester,1700,pets welcomed  stop by carisbrooke today,2,1125,1.511111111,850
manchester,1700,proper design smartly priced ready for move in manchester nh,2,1125,1.511111111,850
manchester,1700,two bedrooms pet friendly   manchester ,2,1125,1.511111111,850
manchester,1700,two bedrooms pet friendly   wd in the unit manchester ,2,1125,1.511111111,850
manchester,1700,3br in manchester north end duplex,3,1100,1.545454545,566.6666667
manchester,1700,4 bedroom unit wifi included,4,1860,0.913978495,425
manchester,1705,only 2 bedroom apartment coming available   ca us today,2,922,1.849240781,852.5
manchester,1705,only 2 bedroom coming available   gorgeous kitchen,2,922,1.849240781,852.5
manchester,1705,only 2 bedroom coming available   perfect location,2,922,1.849240781,852.5
manchester,1710,regency place  manchester's premier  community,2,1200,1.425,855
manchester,1710,regency place premier 55  apartments,2,1200,1.425,855
manchester,1710,regency place premier 55  apartments  river view,2,1200,1.425,855
manchester,1710,you' find our apartments very apeeling at lofts of mi west 318,2,930,1.838709677,855
manchester,1755,2019 wi be your year to live at manchester's lofts at mi 1,2,1064,1.64943609,877.5
manchester,1755,convenient intown manchester living at the lofts at mi 1,2,1022,1.717221135,877.5
manchester,1755,shop  dine just steps from your manchester loft at mi 1,2,1064,1.64943609,877.5
manchester,1755,two fu baths in this intown manchester loft at mi 1,2,1064,1.64943609,877.5
manchester,1785,ëªthis hauntingly good deal won't last long   a313,2,1100,1.622727273,892.5
manchester,1785,2 br 1 bathroom rivercity facing manchester apartment (a313),2,1100,1.622727273,892.5
manchester,1785,a313   breathtaking must see manchester apartment,2,1100,1.622727273,892.5
manchester,1785,adorable historic  comfy 2 br in manchester's mi west (129),2,1035,1.724637681,892.5
manchester,1785,better hurry these mi apartments fly 129,2,1012,1.763833992,892.5
manchester,1785,bright  spacious 2 bedroom with exposed brick  private entryway,2,1089,1.639118457,892.5
manchester,1785,centray located luxury apartments 129,2,1012,1.763833992,892.5
manchester,1785,complete modern living mi west lofts unit 115,2,1012,1.763833992,892.5
manchester,1785,cozy up to your own fireplace this season at mi west 313,2,1100,1.622727273,892.5
manchester,1785,exposed brick  fireplace in this top floor river view apartment(a313),2,1100,1.622727273,892.5
manchester,1785,gorgeous original features in this luxury renovated 2 bed with a view,2,1100,1.622727273,892.5
manchester,1785,gorgeous original features in this luxury renovated 2 bedroom (115),2,1012,1.763833992,892.5
manchester,1785,head turning style extraordinary location at lofts of mi west,2,1035,1.724637681,892.5
manchester,1785,high ceilings in your new spacious home 129,2,1012,1.763833992,892.5
manchester,1785,life just got better see why at mi west unit 115,2,1012,1.763833992,892.5
manchester,1785,loft style living in manchester 115,2,1012,1.763833992,892.5
manchester,1785,make your move today 115 available now,2,1012,1.763833992,892.5
manchester,1785,no application fees centray located in manchester 115,2,1012,1.763833992,892.5
manchester,1785,pet friendly apartment in downtown manchester 2br 1ba (129),2,1035,1.724637681,892.5
manchester,1785,spacious apartment home in the heart of the city mi west (129),2,1035,1.724637681,892.5
manchester,1785,the hottest digs in manchester nh,2,1012,1.763833992,892.5
manchester,1785,top floor apartment home with river and city view mi west (313),2,1100,1.622727273,892.5
manchester,1785,treat yourself to the apartment of your dreams 129,2,1012,1.763833992,892.5
manchester,1810,2 bed plus den centray located in manchester 224,2,1029,1.75898931,905
manchester,1810,2nd floor manchester mi west 2 br apartment (207),2,1035,1.748792271,905
manchester,1810,adorable historic  comfy 2 br in manchester's mi west (207),2,1035,1.748792271,905
manchester,1810,amazing views of manchester from you new apartment home (215),2,1035,1.748792271,905
manchester,1810,apartments tailored to your highest standards,2,1020,1.774509804,905
manchester,1810,beautiful original hardwood floors plus bonus room 224,2,1029,1.75898931,905
manchester,1810,blending relaxation  sophistication 247,2,1020,1.774509804,905
manchester,1810,celebrate the holidays with us   lmw,2,1035,1.748792271,905
manchester,1810,city living and great views of downtown manchester (243),2,1035,1.748792271,905
manchester,1810,cozy up in your new home 247,2,1020,1.774509804,905
manchester,1810,cuddle up in our movie theatre at lofts of mi west,2,1020,1.774509804,905
manchester,1810,don't miss out regency heights 55  community,2,1140,1.587719298,905
manchester,1810,everything you need a right here 209,2,1020,1.774509804,905
manchester,1810,get your move on no application fee 243,2,1035,1.748792271,905
manchester,1810,historic home for the holidays   224 2br   den,2,1029,1.75898931,905
manchester,1810,live at the center of modern conveniences  entertainment 224,2,1029,1.75898931,905
manchester,1810,location community quality living it starts here unit 209,2,1020,1.774509804,905
manchester,1810,make your move before it's too late   207,2,1035,1.748792271,905
manchester,1810,new home for the holidays 207,2,1035,1.748792271,905
manchester,1810,no more shoveling snow   move in and relax 224,2,1029,1.75898931,905
manchester,1810,pets welcome 2br upscale loft style apartment 209,2,1020,1.774509804,905
manchester,1810,proper design and ready for move in at lofts at mi west  207,2,1035,1.748792271,905
manchester,1810,rainy day stay inside  play with a of our luxury amenities 217,2,1035,1.748792271,905
manchester,1810,regency heights exclusive 55  living,2,1140,1.587719298,905
manchester,1810,renovated and modern apartment living right in manchester (207),2,1035,1.748792271,905
manchester,1810,renovated and modern apartment living right in manchester (215),2,1035,1.748792271,905
manchester,1810,spacious living at the lofts at mi west (224),2,1029,1.75898931,905
manchester,1810,spacious two bedroom apartment coming soon,2,1140,1.587719298,905
manchester,1810,start november right with a new apartment 217,2,1035,1.748792271,905
manchester,1810,thankful for a great apartment 247,2,1020,1.774509804,905
manchester,1810,the lifestyle you deserve 217,2,1035,1.748792271,905
manchester,1810,the wow factor at lmw,2,1020,1.774509804,905
manchester,1810,time to ca mi west you new home special price,2,1029,1.75898931,905
manchester,1810,unparaeled views exceptional style nonstop luxury unit 215,2,1035,1.748792271,905
manchester,1810,updated spacious kitchen with historic mi floors 243,2,1035,1.748792271,905
manchester,1810,your new hme at the lofts at mi west   215,2,1035,1.748792271,905
manchester,1810,your new home is waiting 209,2,1020,1.774509804,905
manchester,1810,lease today before special melts away,3,1020,1.774509804,603.3333333
manchester,1815,open house saturday november 17regency west  100   300,2,1140,1.592105263,907.5
manchester,1815,regency west luxury 55  apartments,2,1140,1.592105263,907.5
manchester,1850,2 br 1 bathroom rivercity facing manchester apartment mi west(311),2,1035,1.787439614,925
manchester,1850,bright and spacious 2 bedroom with a river view and exposed brick(311),2,1035,1.787439614,925
manchester,1850,fa into savings  regency west,2,1140,1.622807018,925
manchester,1850,fa into savings regency west 55  community,2,1140,1.622807018,925
manchester,1850,fa special  regency west 55  community,2,1140,1.622807018,925
manchester,1850,fa special regency west  55  community in manchester,2,1140,1.622807018,925
manchester,1850,fantastic savings  regency west 55 community,2,1140,1.622807018,925
manchester,1850,find your new home before the holidays 311,2,1035,1.787439614,925
manchester,1850,gorgeous original features in this luxury renovated 2 bed with a (311),2,1035,1.787439614,925
manchester,1850,gorgeous original features in this luxury renovated 2 bed with a view,2,1035,1.787439614,925
manchester,1850,great savings  regency west,2,1140,1.622807018,925
manchester,1850,great savings at regency west,2,1140,1.622807018,925
manchester,1850,great savings regency west 55  community,2,1140,1.622807018,925
manchester,1850,luxury 55  apartments  regency west,2,1140,1.622807018,925
manchester,1850,luxury living in the heart of downtown at historic mi west (311),2,1035,1.787439614,925
manchester,1850,luxury location and convenience at lofts of mi west,2,1035,1.787439614,925
manchester,1850,no application fees easy walkability to elm st and more 311,2,1035,1.787439614,925
manchester,1850,open house  saturday  november 17  regency west    100  300,2,1140,1.622807018,925
manchester,1850,open house saturday  111718  1 3 pm at regency west in manchester,2,1140,1.622807018,925
manchester,1850,open house saturday 1117 1 3 pm at regency west in manchester,2,1140,1.622807018,925
manchester,1850,open house saturday november 17  regency west from 1pm to 3pm,2,1140,1.622807018,925
manchester,1850,regency west luxury 55  apartments,2,1140,1.622807018,925
manchester,1850,regency west luxury 55  apartments in manchester,2,1140,1.622807018,925
manchester,1850,warm up with our hot specials at lofts 34 311,2,1035,1.787439614,925
manchester,1850,you wi love the savings at regency west,2,1140,1.622807018,925
manchester,1875,available now  gorgeous river views,2,1470,1.275510204,937.5
manchester,1875,beautiful river views  rivers edge 55  community,2,1470,1.275510204,937.5
manchester,1875,best river views  rivers edge 55  luxury community,2,1470,1.275510204,937.5
manchester,1875,fantastic river views  rivers edge 55  community,2,1470,1.275510204,937.5
manchester,1875,fantastic view of the river rivers edge luxury condos,2,1470,1.275510204,937.5
manchester,1875,gorgeous river view  river's edge 55  community,2,1470,1.275510204,937.5
manchester,1875,great river views  river's edge 55  community,2,1470,1.275510204,937.5
manchester,1875,luxury 55  community with river views,2,1470,1.275510204,937.5
manchester,1875,luxury living at its best 55 community  rivers edge,2,1470,1.275510204,937.5
manchester,1875,river views 55  luxury condos,2,1470,1.275510204,937.5
manchester,1875,river views rivers edge 55  luxury community,2,1470,1.275510204,937.5
manchester,1875,river's edge  luxury 55  condos in manchester,2,1470,1.275510204,937.5
manchester,1875,rivers edge condos in manchester luxury 55  community,2,1470,1.275510204,937.5
manchester,1890,don't let this apartment pass you by  12,2,1090,1.733944954,945
manchester,1890,private entrance 2 bedroom manchester mi apartment (a12),2,1090,1.733944954,945
manchester,1890,say goodbye to the laundry mat   washer  dryer in unit  12,2,1090,1.733944954,945
manchester,1890,spacious living so you can live outside the lines   annex  12,2,1090,1.733944954,945
manchester,1890,we are creepin' it real at lofts at mi west 12,2,1090,1.733944954,945
manchester,1900,short term furnished apartment in manchester nh,2,900,2.111111111,950
manchester,1915,2019 in your intown manchester loft at mi 1,2,1107,1.729900632,957.5
manchester,1915,2019 is your time to live in this manchester loft at mi 1,2,1107,1.729900632,957.5
manchester,1915,gift yourselves a manchester loft at mi 1 this year,2,1107,1.729900632,957.5
manchester,1915,historic mi  intown manchester's lofts at mi 1,2,1107,1.729900632,957.5
manchester,1915,new year new loft  manchester's lofts at mi 1,2,1107,1.729900632,957.5
manchester,2000,downtown manchester loft style condo,2,1500,1.333333333,1000
manchester,2090,modern amenities urban location sophisticated style   431,2,1500,1.393333333,1045
manchester,2090,overlooking the river  mountains  manchester's lofts at mi 1,2,1044,2.001915709,1045
manchester,2090,river view from this intown manchester loft  mi 1,2,1043,2.003835091,1045
manchester,2090,unique floorplan  fireplace in this manchester loft  mi 1,2,1107,1.887985547,1045
manchester,2099,newer 5 br house 2 car garage great yard take $750 off,5,1774,1.183201804,419.8
manchester,2099,price reduced   take $750 off  lg single family house  5 br35 ba,5,1774,1.183201804,419.8
manchester,2145,unique downtown living 3br   den  laundry in unit  16,2,1515,1.415841584,1072.5
manchester,2145,live like you want that's our anthem unit 16,3,1515,1.415841584,715
manchester,2145,luxury location and convenience in manchester (unit 313),3,1515,1.415841584,715
manchester,2145,where luxury meets convenience 16,3,1515,1.415841584,715
manchester,2199,   single family house  reserve now for dec move in,5,1774,1.23957159,439.8
manchester,2199, newer 5 br house available in redstone community $750 off,5,1774,1.23957159,439.8
manchester,2199,home sweet home house for rent   1st fu month special,5,1774,1.23957159,439.8
manchester,2199,look     new lower price     single family house   5br,5,1774,1.23957159,439.8
manchester,2199,single family house for rent large dog friendly,5,1774,1.23957159,439.8
manchester,2199,spread out this house has it a garage basement  more,5,1774,1.23957159,439.8
manchester,2199,tour now   single family house for rent  5 br35 ba,5,1774,1.23957159,439.8
manchester,2200,beautiful bright 1 br near harvardcentral   no fee,1,630,3.492063492,2200
manchester,2250,pristine 55  community built 112017 ss granitehardwd ca  garage,2,1175,1.914893617,1125
manchester,2300,urban setting country comfort beautiful split level,3,1800,1.277777778,766.6666667
manchester,2350,manchester riverwalk way 2 bedroom and 25 bath,2,2163,1.086453999,1175
manchester,2600, pet friendly   and fuy updated   213,2,1430,1.818181818,1300
manchester,2600,2 bedroom tower room apartment overlooking manchester (213),2,1430,1.818181818,1300
manchester,2600,don't compromise get the new home of your dreams 213,2,1430,1.818181818,1300
manchester,2600,right around the corner near everywhere you want to be (unit 237),2,1400,1.857142857,1300
manchester,2600,spacious apartment living   213,2,1430,1.818181818,1300
manchester,2655,come check out our game room at lofts of mi west 413,2,1510,1.758278146,1327.5
manchester,2655,mi west is stuffed with amenities upgrade to luxury living 413,2,1510,1.758278146,1327.5
maplest,1250,3 bedroom apartment in west lebanon,3,1000,1.25,416.6666667
marlborough,1275,apartment for rent outside keene,3,1000,1.275,425
mason,2595,large colonial for rent,3,2650,0.979245283,865
meredith,500,december 1st and located just minutes to downtown meredith,1,1264,0.39556962,500
meredith,550,spindle point community of mereditheverything,2,550,1,275
meredith,1100,23 pleasant st unit 1 10,2,1053,1.044634378,550
meredith,1700,83 batchelder hi road,3,2069,0.821652972,566.6666667
meredith,2000,3 bedroom house beach rights lake view walk to town,3,1688,1.184834123,666.6666667
merrimack,864,affordable rent needed cleanupdatedgreat location,2,678,1.274336283,432
merrimack,879,affordable studio for rent® cute and cozy with free hthwelectric,1,262,3.354961832,879
merrimack,1199,move in before new years a utilities included,1,559,2.14490161,1199
merrimack,1375,1st flr renovated 2 bed w free wifi storage parking more,2,840,1.636904762,687.5
merrimack,1375,smokepet free 1st flr renovated 2 bed w free wifi storage parking,2,880,1.5625,687.5
merrimack,1425,$500 off 1st smokepet free 1st flr 2 bedwfree wifistorageparking,2,880,1.619318182,712.5
merrimack,1425,smokepet free 1st flr renovated 2 bed w free wifi storage parking,2,880,1.619318182,712.5
merrimack,1475,$500 off 1st mo hwd flrs 2 bed w free wifi storage parking more,2,880,1.676136364,737.5
merrimack,1775,desirable condo in merrimack,2,1200,1.479166667,887.5
methuen,1420,great october special$250 off 1 months rent,1,750,1.893333333,1420
methuen,1420,october special $250 off 1 months rent,1,750,1.893333333,1420
milford,875,many new features in the in town rental home with new electricplumbin,2,1123,0.779162956,437.5
milford,900,open concept studio november,1,450,2,900
milford,1099, affordable 2 bedroom apartmentfree heat  hot water,2,716,1.534916201,549.5
milford,1099, moving this fa we can help central vac,2,716,1.534916201,549.5
milford,1099, rent red oak receive the best service central vac,2,716,1.534916201,549.5
milford,1099, what a deal free heat  hot water   cat friendly,2,716,1.534916201,549.5
milford,1099,best price   2 br apt with free heat  hot water no sec deposit,2,716,1.534916201,549.5
milford,1099,best price in milford   2 br apt w free heat  hot water,2,716,1.534916201,549.5
milford,1099,charming apartment   big value central vac for easy clean up,2,716,1.534916201,549.5
milford,1099,highland estates   you know you want to central vac,2,716,1.534916201,549.5
milford,1099,let us pay your heat  hot water  2 bedroom apartment in milford,2,716,1.534916201,549.5
milford,1099,lg  apt wfree heat  hot water no sec deposit,2,716,1.534916201,549.5
milford,1099,school's in session 2bed near milford hs make the move today,2,716,1.534916201,549.5
milford,1099,welcome home to highland estates free heat  hot water,2,716,1.534916201,549.5
milford,1100,four sunny rooms in victorian era 3 family,1,600,1.833333333,1100
milford,1169, apartments for rent life just got better,1,600,1.948333333,1169
milford,1169, cool autumn deal no security deposit required,1,600,1.948333333,1169
milford,1169,reserve now for the new year       1 br in milford  no sec dep,1,600,1.948333333,1169
milford,1169,spacious 1 bedroom in a beautiful community,1,600,1.948333333,1169
milford,1169,start the new year with new digs 1 bedroom available 114,1,600,1.948333333,1169
milford,1169,warm up for the winter in this cozy 1 bed,1,600,1.948333333,1169
milford,1189, 1 bedroom apartment   ready for you pet friendly,1,650,1.829230769,1189
milford,1189, milford trails magic cat  dog friendly,1,650,1.829230769,1189
milford,1189, you can't beat our price cat  dog friendly,1,650,1.829230769,1189
milford,1189,1 br    close to nashua   reserve now for dec move in  pets welcome,1,650,1.829230769,1189
milford,1189,country living check out this 1 bedroom pet friendly,1,650,1.829230769,1189
milford,1189,cozy 1 bedroom coming open for the holidays don't wait,1,650,1.829230769,1189
milford,1189,milford trails   you know you want to,1,650,1.829230769,1189
milford,1189,one bedroom in quiet milford nh available now,1,600,1.981666667,1189
milford,1189,relax and reside at milford trails 1 bedroom for rent,1,650,1.829230769,1189
milford,1189,rent a spacious 1br this holiday season pet friendly,1,650,1.829230769,1189
milford,1189,wildly popular milford trails apartment pet friendly,1,650,1.829230769,1189
milford,1189,woofmeow your pets are sure to love this 1 bedroom,1,650,1.829230769,1189
milford,1249, a smaer quieter community eastern trails,2,875,1.427428571,624.5
milford,1249,2 bedroom for rent ca today going fast,2,875,1.427428571,624.5
milford,1249,big dogs are ok in this huge 2 br no security deposit,2,875,1.427428571,624.5
milford,1249,large 2 br   apt       no sec deposit,2,875,1.427428571,624.5
milford,1249,perfect timing move in soon pet friendly,2,875,1.427428571,624.5
milford,1249,spacious 2 bedroom with big bedrooms oversized balcony,2,875,1.427428571,624.5
milford,1269,country living cozy 2 bedroom surrounded by beautiful landscaping,2,875,1.450285714,634.5
milford,1269,first floor  lovely location  2 br that is pet friendly,2,950,1.335789474,634.5
milford,1269,reserve now  love where you live ù milford apartments   pets welcome,2,950,1.335789474,634.5
milford,1269,winter is upon usdon't wait or this apt wi be gone,2,950,1.335789474,634.5
milford,1289, milford apartment 2 bedroom   no security deposit,2,875,1.473142857,644.5
milford,1289,completely modern apartment on site laundry,2,875,1.473142857,644.5
milford,1369,1 bedroom in the newest community in milford,1,612,2.236928105,1369
milford,1395,beautiful 2 bedroom town homes with 15 baths fu basement,2,980,1.423469388,697.5
milford,1400,condo for rent in desirable quarrywood green,2,850,1.647058824,700
milford,1449,   brand new 1 br apt   no security deposit  elevator in building,1,658,2.20212766,1449
milford,1449,begin the new year in style at the ridge 1 bedroom,1,658,2.20212766,1449
milford,1449,pristine quiet 1 bedroom awaits you nonsmoking wow,1,658,2.20212766,1449
milford,1449,stylish and chic 1 bedroom for rent no security deposit,1,658,2.20212766,1449
milford,1449,this chic 1 bedroom is yours for the taking,1,658,2.20212766,1449
milford,1495,beautiful 2 bedroom town homes fu basement,2,1000,1.495,747.5
milford,1689, 2 bedroom  2 bath apartment pet friendly,2,964,1.752074689,844.5
milford,1689, brand new 2 bedroom   pet friendly,2,964,1.752074689,844.5
milford,1689, milford's new luxury apartments open 7 days for tours,2,964,1.752074689,844.5
milford,1689,2 bedroom apartment   ready for occupancy soon,2,964,1.752074689,844.5
milford,1689,beautiful two bedroom in new community  no security deposit,2,964,1.752074689,844.5
milford,1689,brand new building be the first to occupy these apts,2,964,1.752074689,844.5
milford,1689,brand new building non smoking pet friendly building,2,964,1.752074689,844.5
milford,1689,holidays are coming> the ridge at eastern trails 2 bedroom awaits you,2,964,1.752074689,844.5
milford,1689,milfords most desired location has just what you are looking for,2,964,1.752074689,844.5
milford,1689,new luxury 2 br apartment   washerdryer   no sec deposit required,2,964,1.752074689,844.5
milford,1689,new ridge at eastern trails apts super 2 br just became available,2,964,1.752074689,844.5
milford,1689,now touring   brand new  extra sound proofing   2 bedroom apts,2,964,1.752074689,844.5
milford,1689,the holidays are right around the cornerdon't miss out on this 2 bed,2,964,1.752074689,844.5
milford,2000,townhouse for rent  sheffield drive  ,3,1550,1.290322581,666.6666667
milford,2199,3 br townhouse  pet friendly with washerdryer,2,1885,1.166578249,1099.5
