allenstown,1.285714286
alton,0.8851768803333333
amherst,0.8312838170000001
arlingtonstreet,1.360225141
ashland,1.3
bartlett,1.04
bedford,0.9062360488
belmont,1.107587631
berlin,0.7076762574
boscawen,1.4076506880000001
bow,1.2823250915000002
bradford,1.7051273683333334
bristol,1.078514739
broadwayave,1.45
brookline,0.8731175389999999
campton,1.339285714
canaan,0.456349206
candia,1.9157425034999997
charlestown,0.826206897
chelsea,0.7793764990000001
chesterfield,1.2
claremont,1.1607070022142856
colebrook,0.7666666670000001
concord,1.464321113777778
conway,0.95268917325
cornish,1.1470588240000001
deerfield,1.276595745
derry,1.5847618697575754
dover,1.4921166319999997
dublin,1.1138532225
dunbarton,1.0607565515
durham,1.856150944833333
effingham,0.9928571429999999
enfield,1.466666667
epping,1.6962051713333333
exeter,1.75392116665
farmington,0.9279674618
franklin,1.16109424375
fremont,1.1904761905
gilford,1.2131578947500001
gilmanton,1.636363636
goffstown,1.3515666043913044
greenville,1.3258522725000002
hampstead,1.55982846775
hampton,1.3716751922916666
hancock,0.892857143
hanover,1.576058201307692
haverhill,1.6939890709999998
henniker,1.333333333
hillsboro,0.91423076925
hillsborough,0.9986666670000001
holderness,0.9961538459999999
hollis,1.3502959533333332
hookett,1.4
hooksett,1.5794403402000003
hudson,1.3395016603749998
intervale,0.6395017205
jaffrey,1.0008081895
keene,1.3845281642222222
laconia,1.2736133101428584
lancaster,1.577389706
landaff,
laurelst,1.166666667
lawrence,
lebanon,1.775932153808082
lee,1.3121632206666665
lilacln,
lincoln,1.076923077
lisbon,1.0647058825000002
litchfield,1.198786039
littleton,0.8253183390000001
logstreet,1.172413793
londonderry,1.734693878
loudon,1.1339869282500001
lyme,1.1555555554999999
madison,2.0
mainst,
manchester,1.6158969309587996
maplehurstave,
maplest,1.25
marbleheadrd,1.134644478
marlborough,1.275
mason,0.979245283
mcgregorparkarea,
meredith,0.8893382186000001
meredithneckrdmeredith,1.25
merrimack,1.818615986888889
methuen,1.8933333330000002
milan,
milford,1.5924942958390789
mont vernon,
mortonst,
moultonborough,0.56875
munsonvillecornis,0.564334086
nahsua,1.6347905280000001
nash,1.930036188
nashu,1.359090909
nashua,1.7164857721535267
nashus,1.4444444440000002
new boston,0.8017492709999999
newboston,
newfields,1.0185768259999999
newipswich,1.9444444440000002
newlondon,2.275
newmarket,1.445252818375
newport,0.871031746
newton,0.772222222
northend,1.160261059
northfield,
northwood,1.3021628520000001
nottingham,1.428571429
oceanblvd,1.058823529
ossipee,1.29345238125
pelham,1.714285714
pembroke,1.2653615186
penacook,1.515700483
pepperellma,
peterborough,1.299166667
pittsfield,
plaistow,1.724137931
plymouth,1.964259979
portsmouth,2.0065052375932204
raymond,1.4071294559999998
revere,1.5384615380000002
rindge,1.12528132
rochester,1.3249282661428572
rollinsford,1.30625
roxburyst.,0.8666666670000001
royalridge,1.508
rumfordstreet,1.25
rye,1.1074769431999998
salem,1.7215216236666668
salisbury,
salisburyma,
sanbornton,0.7857142859999999
sandown,0.656030287
sanford,
sanfordmaine,
scarborough,1.75
seabrook,1.7292164822
seacoast,1.0
somersworth,1.6312077230000002
southberwick,1.066666667
spofford,
stoddard,1.35
strafford,0.95
stratham,1.073717949
sunapee,1.0038418505000002
surry,0.708333333
sutton,1.0
swanzey,1.2491071205625
tamworth,
temple,0.747916667
thetford,1.714285714
thornton,0.897341954
tilton,1.2563305322857143
tuftonboro,0.1618498055
wakefield,1.714285714
walnutst,
walpole,0.84375
warner,
washington,1.019022331
weare,
westside,
whitefield,0.9507101089999999
wilder,1.278571429
wilton,1.226923077
windham,0.9736842109999999
wolfeboro,1.1632770922
